"Fergus Electric Cooperative,  MT",,,
Latitude = N 46.908300,,,
Longitude = W 109.808000,,,
Elevation = 4450 ft,,,
Calm threshold = 1 mph,,,
Time stamps indicate the beginning of the time step.,,,
Date/Time,Average Speed,Standard Deviation,Average Direction [°]
12/29/01 1:20,2.2,0.48,0
12/29/01 1:30,1.3,0.53,0
12/29/01 1:40,0.9,0.27,0
12/29/01 1:50,0,0,0
12/29/01 2:00,0,0.11,0
12/29/01 2:10,0,0,0
12/29/01 2:20,0,0,0
12/29/01 2:30,1,0.59,0
12/29/01 2:40,2.5,0.96,0
12/29/01 2:50,0,0.16,338
12/29/01 3:00,1.3,0.59,338
12/29/01 3:10,1,0.37,338
12/29/01 3:20,0.9,0.32,338
12/29/01 3:30,1.3,0.43,338
12/29/01 3:40,1.3,0.48,338
12/29/01 3:50,3.4,0.96,0
12/29/01 4:00,5.4,0.43,0
12/29/01 4:10,4.7,0.53,338
12/29/01 4:20,4.2,0.53,315
12/29/01 4:30,4.5,0.59,315
12/29/01 4:40,5.3,0.64,315
12/29/01 4:50,5.6,0.7,338
12/29/01 5:00,4.4,0.53,338
12/29/01 5:10,5.6,0.91,315
12/29/01 5:20,6.3,0.53,338
12/29/01 5:30,4.7,0.53,338
12/29/01 5:40,4.1,0.53,338
12/29/01 5:50,4.1,0.53,338
12/29/01 6:00,3.9,0.48,338
12/29/01 6:10,3.8,0.43,315
12/29/01 6:20,3.7,0.48,338
12/29/01 6:30,4.4,0.8,338
12/29/01 6:40,5.3,0.48,0
12/29/01 6:50,5.3,0.48,0
12/29/01 7:00,4.9,0.43,0
12/29/01 7:10,4.7,0.86,23
12/29/01 7:20,4.3,0.53,23
12/29/01 7:30,4.5,0.59,45
12/29/01 7:40,3.4,0.48,45
12/29/01 7:50,2.7,0.75,45
12/29/01 8:00,5.6,0.59,23
12/29/01 8:10,5.1,0.48,23
12/29/01 8:20,5.2,0.59,23
12/29/01 8:30,4.2,0.48,23
12/29/01 8:40,3.3,0.64,0
12/29/01 8:50,4,0.53,23
12/29/01 9:00,3.5,0.43,23
12/29/01 9:10,2.3,0.75,23
12/29/01 9:20,1.1,0.43,23
12/29/01 9:30,1.3,0.59,23
12/29/01 9:40,1.3,0.53,0
12/29/01 9:50,0.8,0.27,338
12/29/01 10:00,0,0.11,0
12/29/01 10:10,0,0,23
12/29/01 10:20,0,0,68
12/29/01 10:30,0,0,158
12/29/01 10:40,0,0,135
12/29/01 10:50,0,0,135
12/29/01 11:00,0,0,158
12/29/01 11:10,0,0,180
12/29/01 11:20,0,0,180
12/29/01 11:30,0,0,248
12/29/01 11:40,0,0,293
12/29/01 11:50,0,0.05,338
12/29/01 12:00,0,0.11,23
12/29/01 12:10,1.5,0.8,23
12/29/01 12:20,2,0.64,23
12/29/01 12:30,2,0.86,23
12/29/01 12:40,3.2,0.64,23
12/29/01 12:50,3.9,0.59,23
12/29/01 13:00,5.2,0.75,23
12/29/01 13:10,5.6,0.59,23
12/29/01 13:20,5.7,0.7,23
12/29/01 13:30,5.4,0.75,23
12/29/01 13:40,5.4,1.02,23
12/29/01 13:50,5.3,0.75,0
12/29/01 14:00,6,0.96,0
12/29/01 14:10,6.8,0.91,0
12/29/01 14:20,6.4,0.8,23
12/29/01 14:30,5.8,0.7,0
12/29/01 14:40,5.8,1.02,0
12/29/01 14:50,5.2,0.86,338
12/29/01 15:00,4.9,0.75,338
12/29/01 15:10,4.4,0.7,315
12/29/01 15:20,4,0.96,315
12/29/01 15:30,5,0.8,0
12/29/01 15:40,4.9,0.75,338
12/29/01 15:50,5.4,0.96,338
12/29/01 16:00,6.6,0.75,0
12/29/01 16:10,8.3,0.8,0
12/29/01 16:20,7.9,0.8,0
12/29/01 16:30,7.7,0.8,0
12/29/01 16:40,8.1,0.7,0
12/29/01 16:50,8.3,0.96,23
12/29/01 17:00,9.7,0.53,23
12/29/01 17:10,7.5,1.28,23
12/29/01 17:20,6.4,0.7,0
12/29/01 17:30,7.3,0.64,0
12/29/01 17:40,6.2,0.75,0
12/29/01 17:50,5.1,0.53,0
12/29/01 18:00,3.5,0.64,0
12/29/01 18:10,5,0.48,23
12/29/01 18:20,5.6,0.53,0
12/29/01 18:30,5.4,0.48,23
12/29/01 18:40,4.5,0.53,23
12/29/01 18:50,3.5,0.53,23
12/29/01 19:00,3.9,0.96,45
12/29/01 19:10,2.4,0.43,45
12/29/01 19:20,2.5,0.48,68
12/29/01 19:30,2.4,0.75,90
12/29/01 19:40,3.2,0.37,135
12/29/01 19:50,3.5,0.64,158
12/29/01 20:00,3.6,0.53,180
12/29/01 20:10,3.6,0.64,203
12/29/01 20:20,4.5,0.7,203
12/29/01 20:30,4.8,0.43,203
12/29/01 20:40,4.1,0.48,203
12/29/01 20:50,3.6,0.43,203
12/29/01 21:00,3.4,0.43,203
12/29/01 21:10,2.9,0.53,203
12/29/01 21:20,3.1,0.43,203
12/29/01 21:30,3.3,0.43,203
12/29/01 21:40,2.8,0.43,203
12/29/01 21:50,3,0.43,203
12/29/01 22:00,3.3,0.59,203
12/29/01 22:10,3,0.75,203
12/29/01 22:20,3.1,0.53,180
12/29/01 22:30,2.6,0.59,203
12/29/01 22:40,1.7,0.53,203
12/29/01 22:50,1.9,0.59,203
12/29/01 23:00,1.7,0.7,180
12/29/01 23:10,1.9,0.7,180
12/29/01 23:20,1.2,0.59,180
12/29/01 23:30,2.8,0.91,180
12/29/01 23:40,6.5,1.07,180
12/29/01 23:50,7.6,0.64,180
12/30/01 0:00,6.1,0.86,180
12/30/01 0:10,4.4,0.96,203
12/30/01 0:20,4.1,1.18,203
12/30/01 0:30,4,0.86,203
12/30/01 0:40,4.6,0.96,203
12/30/01 0:50,4.3,1.34,203
12/30/01 1:00,7,1.76,180
12/30/01 1:10,11.3,1.82,180
12/30/01 1:20,13.9,1.92,180
12/30/01 1:30,10.5,0.64,158
12/30/01 1:40,9.8,1.07,180
12/30/01 1:50,10,1.44,180
12/30/01 2:00,9.8,1.12,180
12/30/01 2:10,11.5,1.44,180
12/30/01 2:20,13.2,1.34,180
12/30/01 2:30,16.9,1.55,180
12/30/01 2:40,18.5,1.28,180
12/30/01 2:50,18.7,0.96,180
12/30/01 3:00,18.7,1.07,180
12/30/01 3:10,17.6,1.44,180
12/30/01 3:20,15.3,1.6,180
12/30/01 3:30,14.5,1.23,180
12/30/01 3:40,15.8,1.98,180
12/30/01 3:50,14.6,1.18,180
12/30/01 4:00,15.1,1.02,180
12/30/01 4:10,14.4,13.63,180
12/30/01 4:20,11.8,1.44,203
12/30/01 4:30,13.2,1.82,203
12/30/01 4:40,14.2,1.07,180
12/30/01 4:50,13.1,2.03,203
12/30/01 5:00,11.3,1.82,203
12/30/01 5:10,12.8,1.87,203
12/30/01 5:20,14,2.19,203
12/30/01 5:30,18.8,2.3,180
12/30/01 5:40,23.6,2.03,180
12/30/01 5:50,23.8,1.66,180
12/30/01 6:00,22.4,2.19,180
12/30/01 6:10,24.4,2.89,180
12/30/01 6:20,23.1,3.21,180
12/30/01 6:30,21.3,2.99,180
12/30/01 6:40,20.4,2.62,158
12/30/01 6:50,19.7,2.73,158
12/30/01 7:00,22.9,1.92,158
12/30/01 7:10,20.7,3.15,158
12/30/01 7:20,12.4,1.55,158
12/30/01 7:30,13.7,2.41,158
12/30/01 7:40,15.5,1.92,158
12/30/01 7:50,18.1,1.92,180
12/30/01 8:00,15.5,1.87,180
12/30/01 8:10,19,2.19,180
12/30/01 8:20,17.1,1.55,180
12/30/01 8:30,16.6,1.82,180
12/30/01 8:40,15.4,1.34,203
12/30/01 8:50,19.1,1.6,203
12/30/01 9:00,20.7,1.55,180
12/30/01 9:10,19.9,2.14,203
12/30/01 9:20,19.7,1.66,203
12/30/01 9:30,19.2,1.82,203
12/30/01 9:40,16.8,1.87,203
12/30/01 9:50,14.4,1.34,203
12/30/01 10:00,16.6,1.12,203
12/30/01 10:10,18.4,1.34,203
12/30/01 10:20,18,1.71,203
12/30/01 10:30,19.6,2.03,203
12/30/01 10:40,17.9,1.92,203
12/30/01 10:50,18.1,2.14,203
12/30/01 11:00,18.3,1.71,180
12/30/01 11:10,22.2,1.98,180
12/30/01 11:20,21.2,1.39,180
12/30/01 11:30,21.5,1.55,180
12/30/01 11:40,19.7,1.34,180
12/30/01 11:50,17.8,1.28,180
12/30/01 12:00,11.6,2.57,158
12/30/01 12:10,18.2,1.6,180
12/30/01 12:20,18.4,1.5,180
12/30/01 12:30,18.1,1.55,180
12/30/01 12:40,19.5,1.55,180
12/30/01 12:50,20.1,1.44,180
12/30/01 13:00,18.4,1.87,180
12/30/01 13:10,17.7,1.34,180
12/30/01 13:20,18.6,1.23,180
12/30/01 13:30,18.4,1.02,180
12/30/01 13:40,18.9,1.18,180
12/30/01 13:50,19,1.02,180
12/30/01 14:00,19.3,0.91,180
12/30/01 14:10,18.6,1.12,180
12/30/01 14:20,19,1.5,180
12/30/01 14:30,18.6,1.28,180
12/30/01 14:40,19.5,1.5,158
12/30/01 14:50,17.9,1.44,180
12/30/01 15:00,16.1,1.44,180
12/30/01 15:10,14.5,1.34,180
12/30/01 15:20,14,1.98,180
12/30/01 15:30,10.9,1.71,180
12/30/01 15:40,6.7,1.66,158
12/30/01 15:50,2.4,1.18,158
12/30/01 16:00,6.3,2.14,23
12/30/01 16:10,8.7,0.96,23
12/30/01 16:20,12.7,1.18,23
12/30/01 16:30,11.8,0.8,0
12/30/01 16:40,11.3,0.53,0
12/30/01 16:50,10.9,0.59,0
12/30/01 17:00,10.2,0.59,0
12/30/01 17:10,9.9,0.59,0
12/30/01 17:20,10.4,0.64,0
12/30/01 17:30,10.1,0.64,0
12/30/01 17:40,9.5,0.48,0
12/30/01 17:50,9.1,0.48,0
12/30/01 18:00,8.9,0.43,0
12/30/01 18:10,7.9,0.53,0
12/30/01 18:20,7.1,0.48,0
12/30/01 18:30,5.5,0.8,0
12/30/01 18:40,4.2,0.59,338
12/30/01 18:50,1.8,0.53,338
12/30/01 19:00,0.8,0.21,293
12/30/01 19:10,1,0.37,180
12/30/01 19:20,1.9,1.02,248
12/30/01 19:30,2.7,0.59,225
12/30/01 19:40,1.7,0.91,180
12/30/01 19:50,0.9,0.32,180
12/30/01 20:00,0.8,0.21,293
12/30/01 20:10,1,0.43,23
12/30/01 20:20,3,1.34,158
12/30/01 20:30,5.7,1.34,203
12/30/01 20:40,6.6,1.55,180
12/30/01 20:50,10.6,1.5,180
12/30/01 21:00,10.8,1.02,180
12/30/01 21:10,10.7,0.64,180
12/30/01 21:20,12,0.75,180
12/30/01 21:30,10,0.75,180
12/30/01 21:40,10.6,0.91,180
12/30/01 21:50,10.6,1.71,180
12/30/01 22:00,8.8,1.28,203
12/30/01 22:10,8.4,1.44,203
12/30/01 22:20,7.2,1.39,180
12/30/01 22:30,8.3,1.28,180
12/30/01 22:40,12.1,1.6,180
12/30/01 22:50,13.6,1.07,180
12/30/01 23:00,11.7,0.8,180
12/30/01 23:10,11.5,0.96,180
12/30/01 23:20,9.4,1.5,158
12/30/01 23:30,6.9,0.8,158
12/30/01 23:40,5.3,0.86,158
12/30/01 23:50,4.6,1.12,158
12/31/01 0:00,2.3,1.28,90
12/31/01 0:10,5.3,0.75,23
12/31/01 0:20,6.7,0.64,0
12/31/01 0:30,5.6,1.02,0
12/31/01 0:40,6.1,1.07,0
12/31/01 0:50,7.7,0.59,0
12/31/01 1:00,7.2,0.91,0
12/31/01 1:10,7.3,0.53,0
12/31/01 1:20,8.6,0.59,0
12/31/01 1:30,9.2,0.43,0
12/31/01 1:40,8.3,0.48,338
12/31/01 1:50,7.2,0.53,338
12/31/01 2:00,6.7,0.37,315
12/31/01 2:10,5.4,0.53,315
12/31/01 2:20,6.1,0.64,315
12/31/01 2:30,5.4,0.75,315
12/31/01 2:40,4.7,1.6,293
12/31/01 2:50,7.6,1.12,293
12/31/01 3:00,6.4,0.59,315
12/31/01 3:10,7,0.96,315
12/31/01 3:20,5.8,1.12,315
12/31/01 3:30,1.9,0.96,23
12/31/01 3:40,0.8,0.21,45
12/31/01 3:50,0.9,0.37,270
12/31/01 4:00,2.7,1.07,270
12/31/01 4:10,2.8,1.07,338
12/31/01 4:20,2.1,0.59,0
12/31/01 4:30,1.2,0.64,315
12/31/01 4:40,2.4,0.8,180
12/31/01 4:50,4.2,0.53,135
12/31/01 5:00,5,0.43,158
12/31/01 5:10,4.6,0.8,135
12/31/01 5:20,3.9,0.43,135
12/31/01 5:30,4.8,0.59,158
12/31/01 5:40,4.8,0.64,180
12/31/01 5:50,4.4,0.64,180
12/31/01 6:00,3.4,0.53,203
12/31/01 6:10,2.9,0.43,203
12/31/01 6:20,1.5,1.02,158
12/31/01 6:30,4.6,0.8,0
12/31/01 6:40,3.7,0.75,0
12/31/01 6:50,2.8,1.02,338
12/31/01 7:00,3.7,0.7,0
12/31/01 7:10,5.2,1.28,0
12/31/01 7:20,8.3,0.59,0
12/31/01 7:30,9.9,0.91,0
12/31/01 7:40,10.2,0.86,0
12/31/01 7:50,9.8,0.86,0
12/31/01 8:00,9.1,0.64,0
12/31/01 8:10,7.9,0.43,338
12/31/01 8:20,8.7,0.53,338
12/31/01 8:30,10.3,0.75,338
12/31/01 8:40,11.7,0.64,338
12/31/01 8:50,11.1,0.53,0
12/31/01 9:00,9.9,0.48,0
12/31/01 9:10,9.3,0.43,0
12/31/01 9:20,8.7,0.48,0
12/31/01 9:30,8.5,0.43,0
12/31/01 9:40,9.5,0.59,23
12/31/01 9:50,7.9,1.82,23
12/31/01 10:00,4,0.7,45
12/31/01 10:10,4.1,0.59,45
12/31/01 10:20,0.8,0.32,45
12/31/01 10:30,0,0,270
12/31/01 10:40,1.3,0.64,315
12/31/01 10:50,1.2,0.53,270
12/31/01 11:00,1.1,0.59,293
12/31/01 11:10,1.5,1.12,270
12/31/01 11:20,3,0.91,225
12/31/01 11:30,2.7,1.28,225
12/31/01 11:40,2.9,1.5,180
12/31/01 11:50,5.3,1.28,180
12/31/01 12:00,3.6,1.34,180
12/31/01 12:10,3.2,1.34,203
12/31/01 12:20,1.8,0.86,248
12/31/01 12:30,1.9,0.75,293
12/31/01 12:40,1.4,0.75,315
12/31/01 12:50,3.3,1.12,338
12/31/01 13:00,6,0.75,0
12/31/01 13:10,5.2,0.75,0
12/31/01 13:20,5.1,0.59,0
12/31/01 13:30,4.6,0.86,0
12/31/01 13:40,5.2,0.86,0
12/31/01 13:50,5,0.86,0
12/31/01 14:00,5.3,0.91,338
12/31/01 14:10,5.1,0.86,0
12/31/01 14:20,4.6,0.86,0
12/31/01 14:30,4.5,0.7,338
12/31/01 14:40,6,0.86,0
12/31/01 14:50,5.9,0.75,0
12/31/01 15:00,7.4,1.18,23
12/31/01 15:10,7.8,1.02,23
12/31/01 15:20,9.1,0.75,23
12/31/01 15:30,8,1.28,0
12/31/01 15:40,6.3,0.64,23
12/31/01 15:50,7.7,1.18,23
12/31/01 16:00,8.5,0.64,23
12/31/01 16:10,7.6,0.7,0
12/31/01 16:20,7.1,0.64,0
12/31/01 16:30,7.5,0.43,0
12/31/01 16:40,7.2,0.7,0
12/31/01 16:50,6.2,0.48,0
12/31/01 17:00,6.2,0.43,0
12/31/01 17:10,6.2,0.43,0
12/31/01 17:20,6.2,0.43,0
12/31/01 17:30,6.6,0.37,0
12/31/01 17:40,6.8,0.59,0
12/31/01 17:50,7.8,0.37,0
12/31/01 18:00,8.2,0.48,0
12/31/01 18:10,9.4,0.48,0
12/31/01 18:20,8.7,0.86,0
12/31/01 18:30,7.4,0.59,0
12/31/01 18:40,6.6,0.48,23
12/31/01 18:50,5.6,0.53,23
12/31/01 19:00,4.3,0.48,23
12/31/01 19:10,2.4,0.91,23
12/31/01 19:20,0.9,0.32,45
12/31/01 19:30,1.3,0.48,68
12/31/01 19:40,3.2,0.64,68
12/31/01 19:50,3,0.53,68
12/31/01 20:00,2,0.7,113
12/31/01 20:10,1.4,0.53,90
12/31/01 20:20,0,0.11,90
12/31/01 20:30,0,0.16,113
12/31/01 20:40,2.6,0.53,203
12/31/01 20:50,1.7,0.53,225
12/31/01 21:00,2.7,0.48,203
12/31/01 21:10,3.3,0.48,203
12/31/01 21:20,4.6,0.43,203
12/31/01 21:30,4.5,0.53,203
12/31/01 21:40,5,0.64,203
12/31/01 21:50,6.3,0.48,225
12/31/01 22:00,6.9,0.59,225
12/31/01 22:10,4.3,0.75,203
12/31/01 22:20,4.1,0.7,203
12/31/01 22:30,6.7,0.96,180
12/31/01 22:40,9.2,2.3,180
12/31/01 22:50,14.6,1.28,180
12/31/01 23:00,13.9,1.23,203
12/31/01 23:10,13.5,1.28,203
12/31/01 23:20,13,1.18,203
12/31/01 23:30,12.8,1.6,203
12/31/01 23:40,14.6,1.6,180
12/31/01 23:50,14.8,1.23,203
1/1/02 0:00,14.3,1.71,203
1/1/02 0:10,9.8,1.34,203
1/1/02 0:20,13.5,1.5,203
1/1/02 0:30,12.1,1.87,203
1/1/02 0:40,11.3,1.44,203
1/1/02 0:50,11.7,1.55,203
1/1/02 1:00,9.7,1.66,203
1/1/02 1:10,10,1.82,203
1/1/02 1:20,12.9,1.5,203
1/1/02 1:30,13.9,1.76,203
1/1/02 1:40,9.9,1.87,203
1/1/02 1:50,9.1,1.23,203
1/1/02 2:00,10.6,2.09,180
1/1/02 2:10,11.1,1.55,180
1/1/02 2:20,8.5,1.6,203
1/1/02 2:30,10.5,1.39,203
1/1/02 2:40,9.6,1.28,203
1/1/02 2:50,10.6,1.71,203
1/1/02 3:00,10.7,2.14,203
1/1/02 3:10,10.2,1.6,203
1/1/02 3:20,10.8,1.82,203
1/1/02 3:30,10,1.34,203
1/1/02 3:40,9.8,0.75,225
1/1/02 3:50,6.7,1.18,203
1/1/02 4:00,5.7,0.48,203
1/1/02 4:10,5.4,0.48,203
1/1/02 4:20,6,0.96,203
1/1/02 4:30,7.6,0.96,203
1/1/02 4:40,6.9,0.86,203
1/1/02 4:50,7.6,1.44,203
1/1/02 5:00,8.7,1.6,203
1/1/02 5:10,8.4,1.71,203
1/1/02 5:20,7.3,1.44,203
1/1/02 5:30,6.9,0.86,203
1/1/02 5:40,8.4,0.96,203
1/1/02 5:50,8.8,0.86,203
1/1/02 6:00,8.4,0.75,203
1/1/02 6:10,9.2,0.7,203
1/1/02 6:20,9,1.07,203
1/1/02 6:30,9.4,1.07,225
1/1/02 6:40,6.8,1.39,203
1/1/02 6:50,5.8,0.8,203
1/1/02 7:00,5.4,0.53,203
1/1/02 7:10,5.4,0.96,203
1/1/02 7:20,8.5,1.02,180
1/1/02 7:30,9.4,1.07,203
1/1/02 7:40,7.3,0.91,203
1/1/02 7:50,8.6,0.91,203
1/1/02 8:00,7.5,1.5,203
1/1/02 8:10,10.4,1.39,203
1/1/02 8:20,10.2,1.12,203
1/1/02 8:30,11.2,1.34,203
1/1/02 8:40,11.2,1.34,203
1/1/02 8:50,10.8,1.18,203
1/1/02 9:00,13,1.71,203
1/1/02 9:10,14.6,1.34,203
1/1/02 9:20,12.3,1.66,203
1/1/02 9:30,12.1,1.82,203
1/1/02 9:40,16.6,1.71,203
1/1/02 9:50,18.5,0.96,203
1/1/02 10:00,19.6,0.91,203
1/1/02 10:10,21,1.55,180
1/1/02 10:20,18.5,1.6,180
1/1/02 10:30,17.7,1.23,180
1/1/02 10:40,19.1,1.5,203
1/1/02 10:50,22.2,1.6,180
1/1/02 11:00,23.7,1.44,180
1/1/02 11:10,25.4,1.92,180
1/1/02 11:20,28.8,2.35,180
1/1/02 11:30,29.9,2.57,180
1/1/02 11:40,30.2,1.98,180
1/1/02 11:50,30.5,2.09,180
1/1/02 12:00,31,2.3,180
1/1/02 12:10,31.1,1.82,180
1/1/02 12:20,33.8,2.57,180
1/1/02 12:30,35.2,2.41,180
1/1/02 12:40,36.7,2.35,180
1/1/02 12:50,33.1,2.19,180
1/1/02 13:00,33.7,2.73,180
1/1/02 13:10,33.9,2.41,180
1/1/02 13:20,34.7,2.46,180
1/1/02 13:30,34.2,2.67,158
1/1/02 13:40,33.6,2.62,158
1/1/02 13:50,35.2,2.78,180
1/1/02 14:00,35.9,2.46,180
1/1/02 14:10,35.9,3.15,180
1/1/02 14:20,35.5,2.67,158
1/1/02 14:30,35.2,2.57,180
1/1/02 14:40,37.2,2.78,180
1/1/02 14:50,38.6,2.94,180
1/1/02 15:00,38.2,2.99,180
1/1/02 15:10,35.7,2.78,180
1/1/02 15:20,34,2.94,180
1/1/02 15:30,34.3,2.89,180
1/1/02 15:40,35.1,2.89,180
1/1/02 15:50,34.3,2.35,180
1/1/02 16:00,36.8,2.78,180
1/1/02 16:10,39.1,2.19,180
1/1/02 16:20,42.4,2.57,180
1/1/02 16:30,43.9,2.83,180
1/1/02 16:40,43.2,2.51,180
1/1/02 16:50,43.4,2.46,180
1/1/02 17:00,43.2,2.3,180
1/1/02 17:10,44.3,2.67,180
1/1/02 17:20,44.9,2.57,180
1/1/02 17:30,45.7,2.67,180
1/1/02 17:40,44,2.51,180
1/1/02 17:50,43.3,2.78,180
1/1/02 18:00,43.8,2.51,180
1/1/02 18:10,42.5,2.41,180
1/1/02 18:20,43.6,2.35,180
1/1/02 18:30,42.5,2.73,180
1/1/02 18:40,39.9,3.8,180
1/1/02 18:50,43.4,2.62,180
1/1/02 19:00,44.7,3.15,180
1/1/02 19:10,46.4,3.32,180
1/1/02 19:20,42.8,3.48,180
1/1/02 19:30,43,3.96,180
1/1/02 19:40,44.9,2.73,180
1/1/02 19:50,45.8,2.94,180
1/1/02 20:00,45.2,2.94,180
1/1/02 20:10,45.3,3.32,180
1/1/02 20:20,45.4,2.89,180
1/1/02 20:30,43.8,2.89,180
1/1/02 20:40,44.5,2.46,180
1/1/02 20:50,42.2,2.57,180
1/1/02 21:00,44,2.78,180
1/1/02 21:10,45.3,2.73,180
1/1/02 21:20,46.4,2.89,180
1/1/02 21:30,45.7,2.78,180
1/1/02 21:40,45.5,2.83,180
1/1/02 21:50,48.2,3.15,180
1/1/02 22:00,51.3,3.21,180
1/1/02 22:10,52.7,2.94,180
1/1/02 22:20,53.2,2.73,180
1/1/02 22:30,50.8,3.1,180
1/1/02 22:40,51.3,3.05,180
1/1/02 22:50,52.5,3.21,180
1/1/02 23:00,50.4,3.21,180
1/1/02 23:10,49.4,3.69,180
1/1/02 23:20,53.4,2.99,180
1/1/02 23:30,52.5,3.58,180
1/1/02 23:40,51.5,3.64,180
1/1/02 23:50,50.5,3.32,180
1/2/02 0:00,48.4,2.83,180
1/2/02 0:10,46.3,2.83,180
1/2/02 0:20,44.2,2.99,180
1/2/02 0:30,45.1,3.05,180
1/2/02 0:40,43.6,2.73,180
1/2/02 0:50,44.7,2.94,180
1/2/02 1:00,46.1,2.78,180
1/2/02 1:10,43,2.94,180
1/2/02 1:20,42,3.1,180
1/2/02 1:30,45.6,2.35,180
1/2/02 1:40,43.8,2.73,180
1/2/02 1:50,42.1,3.15,180
1/2/02 2:00,43.7,2.73,180
1/2/02 2:10,42.6,2.57,180
1/2/02 2:20,40,2.73,180
1/2/02 2:30,37.4,3.26,180
1/2/02 2:40,36.8,2.78,180
1/2/02 2:50,34.6,2.73,180
1/2/02 3:00,36.1,2.67,180
1/2/02 3:10,37.7,2.73,180
1/2/02 3:20,36.8,2.78,180
1/2/02 3:30,38.4,2.78,180
1/2/02 3:40,36.8,2.94,180
1/2/02 3:50,37.1,3.1,180
1/2/02 4:00,37.9,3.69,180
1/2/02 4:10,38,4.28,180
1/2/02 4:20,34.2,3.53,180
1/2/02 4:30,35.9,2.57,180
1/2/02 4:40,37.4,2.51,180
1/2/02 4:50,36.5,2.83,180
1/2/02 5:00,34.9,2.89,180
1/2/02 5:10,39.3,3.69,180
1/2/02 5:20,39.8,3.21,180
1/2/02 5:30,37.6,2.83,180
1/2/02 5:40,35.8,2.67,180
1/2/02 5:50,37.9,2.89,180
1/2/02 6:00,36.2,3.32,180
1/2/02 6:10,33.4,5.56,180
1/2/02 6:20,32.2,6.42,203
1/2/02 6:30,33.9,6.84,180
1/2/02 6:40,31,5.08,180
1/2/02 6:50,29.1,5.88,203
1/2/02 7:00,26.7,5.08,203
1/2/02 7:10,27.4,4.81,203
1/2/02 7:20,30.3,7.38,203
1/2/02 7:30,29.3,4.65,203
1/2/02 7:40,26.6,5.51,203
1/2/02 7:50,27.1,5.13,203
1/2/02 8:00,26,3.85,203
1/2/02 8:10,26.5,3.05,203
1/2/02 8:20,29.2,4.97,203
1/2/02 8:30,27.5,4.71,203
1/2/02 8:40,27,5.61,203
1/2/02 8:50,24.9,4.44,203
1/2/02 9:00,23.6,3.96,203
1/2/02 9:10,24.3,3.8,203
1/2/02 9:20,22,3.15,203
1/2/02 9:30,22.9,3.1,203
1/2/02 9:40,20.8,2.73,203
1/2/02 9:50,23.1,2.94,203
1/2/02 10:00,21.5,3.37,203
1/2/02 10:10,20.9,2.78,203
1/2/02 10:20,20,2.62,203
1/2/02 10:30,19.7,2.83,203
1/2/02 10:40,24.4,4.12,203
1/2/02 10:50,24.7,3.37,180
1/2/02 11:00,21.7,4.28,203
1/2/02 11:10,23.3,3.8,180
1/2/02 11:20,18.6,2.94,203
1/2/02 11:30,18.9,3.69,203
1/2/02 11:40,18.7,2.57,203
1/2/02 11:50,20,2.25,203
1/2/02 12:00,16.1,2.46,203
1/2/02 12:10,13.9,1.5,203
1/2/02 12:20,14.1,2.19,203
1/2/02 12:30,14.8,1.98,225
1/2/02 12:40,12.8,1.55,203
1/2/02 12:50,12.1,1.71,203
1/2/02 13:00,11.2,1.55,203
1/2/02 13:10,10.8,1.34,203
1/2/02 13:20,13.6,2.57,203
1/2/02 13:30,15.9,2.73,203
1/2/02 13:40,15.4,2.89,203
1/2/02 13:50,18.9,3.74,225
1/2/02 14:00,23.7,2.35,248
1/2/02 14:10,21.8,2.51,248
1/2/02 14:20,22.6,2.78,248
1/2/02 14:30,23.6,2.78,248
1/2/02 14:40,24.6,2.41,248
1/2/02 14:50,25.1,2.67,248
1/2/02 15:00,23.8,2.99,248
1/2/02 15:10,24.8,2.78,248
1/2/02 15:20,22.5,2.35,248
1/2/02 15:30,22.2,2.09,248
1/2/02 15:40,24.2,2.25,248
1/2/02 15:50,23.6,2.99,248
1/2/02 16:00,22.9,2.35,248
1/2/02 16:10,21.3,2.67,248
1/2/02 16:20,22.9,2.09,248
1/2/02 16:30,24.5,2.67,248
1/2/02 16:40,24.3,2.51,248
1/2/02 16:50,25.1,2.03,248
1/2/02 17:00,24.1,2.41,248
1/2/02 17:10,23.1,1.66,248
1/2/02 17:20,23.2,1.66,248
1/2/02 17:30,23.3,1.71,248
1/2/02 17:40,22.2,1.39,248
1/2/02 17:50,23.1,1.34,248
1/2/02 18:00,24.1,1.28,248
1/2/02 18:10,23.5,1.55,248
1/2/02 18:20,23.8,1.28,248
1/2/02 18:30,25.5,1.39,248
1/2/02 18:40,25.1,1.66,248
1/2/02 18:50,23.9,1.71,248
1/2/02 19:00,24.8,2.41,248
1/2/02 19:10,24.3,2.41,248
1/2/02 19:20,26,1.87,248
1/2/02 19:30,24.5,2.09,248
1/2/02 19:40,24.4,2.09,248
1/2/02 19:50,23.6,2.09,248
1/2/02 20:00,25.7,1.76,248
1/2/02 20:10,24.1,2.03,248
1/2/02 20:20,25.1,2.09,248
1/2/02 20:30,25.2,1.92,248
1/2/02 20:40,22.8,2.41,248
1/2/02 20:50,20.3,1.66,248
1/2/02 21:00,20.3,1.92,248
1/2/02 21:10,22.3,3.05,248
1/2/02 21:20,23.2,2.25,248
1/2/02 21:30,24,2.14,248
1/2/02 21:40,23.7,2.57,248
1/2/02 21:50,23.7,2.46,248
1/2/02 22:00,23.2,2.14,248
1/2/02 22:10,21.6,1.92,248
